1.png	2:83,202:133;12:343,212:393;648:316,848:366;4:485,204:535
3115.png	585:286,785:336;551:33,751:83;24:278,224:328;588:175,788:225;617:365,817:415
3116.png	629:314,829:364;36:172,236:222;39:467,239:517;25:414,225:464;542:439,742:489
3117.png	65:169,265:219;2:468,202:518;587:409,787:459;21:276,221:326;550:159,750:209
3118.png	39:191,239:241;628:382,828:432;54:374,254:424;592:122,792:172;549:71,749:121
3119.png	548:401,748:451;15:121,215:171;544:462,744:512;64:486,264:536;562:90,762:140
3121.png	56:203,256:253;636:8,836:58;102:17,302:67;401:479,601:529;647:330,847:380
3122.png	42:273,242:323;307:38,507:88;637:190,837:240;627:9,827:59;634:430,834:480
3123.png	594:456,794:506;61:287,261:337;525:62,725:112;114:14,314:64;24:339,224:389
3124.png	340:55,540:105;23:450,223:500;23:369,223:419;68:27,268:77;75:126,275:176
3125.png	9:9,209:59;586:445,786:495;263:460,463:510;343:44,543:94;52:132,252:182
3126.png	631:171,831:221;588:480,788:530;237:483,437:533;66:184,266:234;440:48,640:98
3127.png	460:44,660:94;616:279,816:329;12:102,212:152;57:211,257:261;286:467,486:517
3128.png	621:201,821:251;547:50,747:100;520:479,720:529;337:68,537:118;5:306,205:356
3129.png	648:150,848:200;623:21,823:71;374:67,574:117;69:194,269:244;342:487,542:537
3131.png	354:408,554:458;505:190,705:240;621:459,821:509
3132.png	509:291,709:341;640:389,840:439;351:425,551:475
3133.png	563:365,763:415;316:375,516:425;577:161,777:211
3134.png	226:375,426:425;523:171,723:221;609:351,809:401
3135.png	643:57,843:107;279:423,479:473;544:374,744:424
3136.png	506:326,706:376;531:168,731:218;579:446,779:496
3137.png	624:347,824:397;412:401,612:451;8:0,208:50
3138.png	571:441,771:491;414:372,614:422;529:172,729:222
3139.png	549:344,749:394;68:374,268:424;378:414,578:464
3141.png	224:109,424:159;375:481,575:531;45:215,245:265;483:52,683:102
3142.png	7:156,207:206;539:475,739:525;28:316,228:366;296:464,496:514
3143.png	646:400,846:450;644:234,844:284;448:469,648:519;612:120,812:170
3144.png	433:89,633:139;32:400,232:450;640:467,840:517;25:313,225:363
3145.png	75:9,275:59;450:73,650:123;79:482,279:532;562:469,762:519
3146.png	595:283,795:333;88:67,288:117;7:244,207:294;288:9,488:59
3147.png	3:23,203:73;72:461,272:511;235:60,435:110;5:179,205:229
3148.png	62:76,262:126;4:279,204:329;36:7,236:57;346:463,546:513
3149.png	645:258,845:308;480:76,680:126;102:90,302:140;636:369,836:419
3151.png	607:7,807:57;566:442,766:492
3152.png	204:247,404:297;422:455,622:505
3153.png	325:447,525:497;621:457,821:507
3154.png	323:456,523:506;269:231,469:281
3155.png	207:439,407:489;76:251,276:301
3156.png	450:439,650:489;555:5,755:55
3157.png	96:184,296:234;315:459,515:509
3158.png	155:215,355:265;350:466,550:516
3159.png	442:444,642:494;17:448,217:498
3161.png	609:69,809:119;621:434,821:484;611:134,811:184;3:148,203:198
3162.png	631:14,831:64;0:63,200:113;649:107,849:157;24:476,224:526
3163.png	645:164,845:214;9:263,209:313;625:91,825:141;11:365,211:415
3164.png	16:120,216:170;9:379,209:429;637:66,837:116;629:163,829:213
3165.png	2:12,202:62;33:204,233:254;648:106,848:156;15:137,215:187
3166.png	642:294,842:344;21:25,221:75;14:203,214:253;23:284,223:334
3167.png	14:101,214:151;33:368,233:418;623:77,823:127;24:420,224:470
3168.png	634:56,834:106;3:151,203:201;633:114,833:164;604:461,804:511
3169.png	13:411,213:461;629:363,829:413;605:449,805:499;630:90,830:140
3171.png	325:312,525:362;256:395,456:445
3172.png	566:366,766:416;622:8,822:58
3173.png	283:452,483:502;389:379,589:429
3174.png	421:402,621:452;35:298,235:348
3175.png	94:389,294:439;465:385,665:435
3176.png	608:479,808:529;56:427,256:477
3177.png	31:349,231:399;68:443,268:493
3178.png	378:376,578:426;641:349,841:399
3179.png	585:368,785:418;171:398,371:448
3181.png	640:143,840:193;478:35,678:85;14:230,214:280;66:7,266:57;599:196,799:246
3182.png	293:54,493:104;36:254,236:304;618:278,818:328;48:476,248:526;544:57,744:107
3183.png	2:454,202:504;3:291,203:341;619:133,819:183;607:429,807:479;610:215,810:265
3184.png	595:76,795:126;23:474,223:524;160:29,360:79;617:160,817:210;50:299,250:349
3185.png	606:256,806:306;300:41,500:91;623:81,823:131;637:356,837:406;46:213,246:263
3186.png	648:236,848:286;618:167,818:217;47:368,247:418;613:376,813:426;148:32,348:82
3187.png	646:396,846:446;75:19,275:69;461:17,661:67;14:375,214:425;635:334,835:384
3188.png	633:453,833:503;33:142,233:192;459:12,659:62;25:198,225:248;637:227,837:277
3189.png	618:269,818:319;250:21,450:71;12:346,212:396;49:260,249:310;36:445,236:495
3191.png	172:30,372:80;588:477,788:527;260:410,460:460;10:97,210:147
3192.png	134:47,334:97;531:452,731:502;140:376,340:426;482:390,682:440
3193.png	83:67,283:117;639:293,839:343;491:72,691:122;455:466,655:516
3194.png	628:290,828:340;471:429,671:479;121:466,321:516;642:152,842:202
3195.png	30:133,230:183;268:397,468:447;155:481,355:531;632:277,832:327
3196.png	199:45,399:95;20:172,220:222;27:408,227:458;326:400,526:450
3197.png	511:484,711:534;649:170,849:220;227:457,427:507;621:315,821:365
3198.png	473:48,673:98;25:197,225:247;142:387,342:437;193:66,393:116
3199.png	567:41,767:91;302:69,502:119;84:50,284:100;457:462,657:512
3201.png	266:482,466:532;483:242,683:292;542:296,742:346
3202.png	88:11,288:61;611:9,811:59;535:417,735:467
3203.png	317:5,517:55;617:457,817:507;523:336,723:386
3204.png	486:33,686:83;555:275,755:325;420:434,620:484
3205.png	358:5,558:55;572:342,772:392;466:442,666:492
3206.png	50:4,250:54;402:283,602:333;525:484,725:534
3207.png	588:395,788:445;558:320,758:370;610:14,810:64
3208.png	500:416,700:466;494:243,694:293;625:474,825:524
3209.png	582:460,782:510;3:44,203:94;290:0,490:50
3211.png	561:169,761:219;59:291,259:341;497:420,697:470;218:420,418:470;562:88,762:138;1:160,201:210;60:215,260:265
3212.png	214:11,414:61;426:20,626:70;13:387,213:437;299:432,499:482;565:457,765:507;621:128,821:178;58:124,258:174
3213.png	30:449,230:499;5:157,205:207;627:341,827:391;259:435,459:485;162:34,362:84;112:379,312:429;595:108,795:158
3214.png	461:33,661:83;603:182,803:232;45:283,245:333;571:433,771:483;590:113,790:163;208:426,408:476;254:3,454:53
3215.png	276:11,476:61;543:10,743:60;604:119,804:169;462:447,662:497;95:453,295:503;592:290,792:340;84:298,284:348
3216.png	600:322,800:372;71:350,271:400;231:60,431:110;13:134,213:184;392:441,592:491;113:198,313:248;621:406,821:456
3217.png	88:439,288:489;548:355,748:405;362:462,562:512;347:49,547:99;40:172,240:222;89:119,289:169;577:227,777:277
3218.png	517:58,717:108;0:258,200:308;547:391,747:441;109:171,309:221;554:250,754:300;305:17,505:67;469:459,669:509
3219.png	556:71,756:121;556:304,756:354;184:468,384:518;90:357,290:407;560:162,760:212;524:464,724:514;63:298,263:348
3221.png	25:99,225:149;54:256,254:306;0:198,200:248;26:21,226:71;99:318,299:368
3222.png	565:240,765:290;600:379,800:429;565:470,765:520;67:22,267:72;18:480,218:530
3223.png	647:118,847:168;22:348,222:398;586:221,786:271;51:173,251:223;595:60,795:110
3224.png	0:109,200:159;606:482,806:532;537:374,737:424;635:145,835:195;41:386,241:436
3225.png	604:205,804:255;565:273,765:323;568:104,768:154;584:329,784:379;99:104,299:154
3226.png	99:465,299:515;12:1,212:51;76:269,276:319;583:304,783:354;582:60,782:110
3227.png	626:12,826:62;72:351,272:401;600:162,800:212;62:192,262:242;72:274,272:324
3228.png	81:64,281:114;622:246,822:296;90:12,290:62;597:30,797:80;8:278,208:328
3229.png	30:277,230:327;97:93,297:143;570:323,770:373;18:486,218:536;21:430,221:480
3231.png	584:418,784:468;227:484,427:534;450:472,650:522
3232.png	370:420,570:470;8:7,208:57;584:440,784:490
3233.png	134:466,334:516;417:420,617:470;638:418,838:468
3234.png	538:474,738:524;47:476,247:526;8:40,208:90
3235.png	324:452,524:502;9:308,209:358;646:281,846:331
3236.png	339:482,539:532;644:170,844:220;1:372,201:422
3237.png	645:260,845:310;508:450,708:500;52:482,252:532
3238.png	326:469,526:519;4:125,204:175;593:472,793:522
3239.png	649:297,849:347;356:425,556:475;256:484,456:534
3241.png	61:213,261:263;13:323,213:373
3242.png	65:99,265:149;634:141,834:191
3243.png	626:404,826:454;26:404,226:454
3244.png	45:299,245:349;638:424,838:474
3245.png	55:114,255:164;610:82,810:132
3246.png	624:386,824:436;631:223,831:273
3247.png	622:414,822:464;64:315,264:365
3248.png	613:363,813:413;49:387,249:437
3249.png	628:247,828:297;47:312,247:362
3251.png	119:271,319:321;621:75,821:125;568:450,768:500;396:232,596:282;115:484,315:534;168:347,368:397
3252.png	590:185,790:235;250:0,450:50;53:376,253:426;560:293,760:343;269:358,469:408;228:296,428:346
3253.png	343:353,543:403;455:269,655:319;561:341,761:391;204:423,404:473;569:442,769:492;120:273,320:323
3254.png	586:94,786:144;487:417,687:467;38:451,238:501;39:218,239:268;408:247,608:297;466:28,666:78
3255.png	85:295,285:345;634:480,834:530;314:287,514:337;564:160,764:210;400:33,600:83;610:108,810:158
3256.png	77:259,277:309;439:392,639:442;361:13,561:63;143:312,343:362;560:68,760:118;531:453,731:503
3257.png	268:484,468:534;380:371,580:421;24:428,224:478;495:264,695:314;621:419,821:469;296:1,496:51
3258.png	5:236,205:286;58:384,258:434;390:299,590:349;568:146,768:196;269:384,469:434;233:247,433:297
3259.png	631:184,831:234;85:3,285:53;372:240,572:290;30:434,230:484;436:390,636:440;423:465,623:515
3261.png	4:136,204:186;471:470,671:520;648:399,848:449;3:339,203:389
3262.png	21:474,221:524;371:8,571:58;11:136,211:186;9:215,209:265
3263.png	631:163,831:213;620:412,820:462;403:485,603:535;571:1,771:51
3264.png	6:122,206:172;28:10,228:60;395:474,595:524;375:13,575:63
3265.png	640:141,840:191;510:10,710:60;7:316,207:366;10:474,210:524
3266.png	639:201,839:251;9:487,209:537;527:475,727:525;10:122,210:172
3267.png	16:140,216:190;88:484,288:534;0:383,200:433;526:5,726:55
3268.png	642:308,842:358;171:481,371:531;626:183,826:233;6:84,206:134
3269.png	561:488,761:538;19:456,219:506;334:473,534:523;517:11,717:61
3271.png	622:351,822:401;492:299,692:349
3272.png	458:414,658:464;421:237,621:287
3273.png	543:280,743:330;427:389,627:439
3274.png	458:251,658:301;470:381,670:431
3275.png	595:153,795:203;564:384,764:434
3276.png	487:149,687:199;476:405,676:455
3277.png	538:398,738:448;566:455,766:505
3278.png	452:206,652:256;632:453,832:503
3279.png	451:364,651:414;647:473,847:523
3281.png	136:46,336:96;225:399,425:449
3282.png	278:0,478:50;35:55,235:105
3283.png	139:383,339:433;625:438,825:488
3284.png	491:119,691:169;409:5,609:55
3285.png	87:55,287:105;307:395,507:445
3286.png	487:67,687:117;213:379,413:429
3287.png	606:427,806:477;93:444,293:494
3288.png	150:74,350:124;18:394,218:444
3289.png	495:375,695:425;214:45,414:95
3291.png	63:178,263:228;590:230,790:280;61:259,261:309;593:302,793:352;599:460,799:510;48:68,248:118
3292.png	604:152,804:202;609:328,809:378;42:238,242:288;17:386,217:436;623:18,823:68;35:303,235:353
3293.png	626:309,826:359;53:390,253:440;50:17,250:67;29:470,229:520;618:13,818:63;26:148,226:198
3294.png	34:302,234:352;1:449,201:499;610:377,810:427;587:317,787:367;63:25,263:75;631:142,831:192
3295.png	590:165,790:215;593:423,793:473;61:226,261:276;641:23,841:73;592:477,792:527;51:293,251:343
3296.png	624:393,824:443;15:191,215:241;45:120,245:170;606:471,806:521;613:82,813:132;10:376,210:426
3297.png	615:483,815:533;46:28,246:78;12:283,212:333;70:381,270:431;632:257,832:307;52:460,252:510
3298.png	45:36,245:86;602:208,802:258;60:267,260:317;638:22,838:72;648:114,848:164;630:414,830:464
3299.png	53:224,253:274;613:85,813:135;586:489,786:539;625:158,825:208;638:403,838:453;11:444,211:494
3301.png	621:23,821:73;27:72,227:122;632:167,832:217;21:172,221:222;83:15,283:65
3302.png	197:18,397:68;480:35,680:85;616:175,816:225;628:417,828:467;621:352,821:402
3303.png	647:468,847:518;622:21,822:71;4:397,204:447;22:194,222:244;187:34,387:84
3304.png	16:164,216:214;550:7,750:57;328:11,528:61;623:301,823:351;32:439,232:489
3305.png	91:12,291:62;620:27,820:77;156:489,356:539;627:150,827:200;22:412,222:462
3306.png	643:375,843:425;47:32,247:82;20:240,220:290;329:20,529:70;618:433,818:483
3307.png	523:27,723:77;640:400,840:450;636:144,836:194;0:75,200:125;626:337,826:387
3308.png	638:277,838:327;253:17,453:67;274:489,474:539;642:213,842:263;36:5,236:55
3309.png	619:312,819:362;28:437,228:487;457:33,657:83;61:40,261:90;15:141,215:191
3311.png	221:62,421:112;47:295,247:345;633:119,833:169;499:60,699:110
3312.png	47:119,247:169;648:110,848:160;26:286,226:336;122:5,322:55
3313.png	572:283,772:333;96:339,296:389;586:469,786:519;14:211,214:261
3314.png	566:460,766:510;510:72,710:122;41:487,241:537;563:161,763:211
3315.png	515:74,715:124;608:191,808:241;15:241,215:291;541:323,741:373
3316.png	178:10,378:60;562:282,762:332;18:408,218:458;520:400,720:450
3317.png	559:225,759:275;51:252,251:302;592:378,792:428;103:387,303:437
3318.png	374:71,574:121;86:213,286:263;540:350,740:400;98:386,298:436
3319.png	112:288,312:338;578:176,778:226;538:408,738:458;623:288,823:338
3321.png	559:382,759:432;91:26,291:76;45:370,245:420;463:73,663:123;574:162,774:212;622:487,822:537
3322.png	45:359,245:409;137:28,337:78;633:86,833:136;630:283,830:333;42:154,242:204;601:435,801:485
3323.png	567:310,767:360;2:33,202:83;1:159,201:209;644:195,844:245;615:103,815:153;255:84,455:134
3324.png	156:41,356:91;566:396,766:446;72:425,272:475;62:257,262:307;606:175,806:225;574:287,774:337
3325.png	39:408,239:458;640:226,840:276;41:350,241:400;599:154,799:204;499:78,699:128;52:286,252:336
3326.png	114:60,314:110;558:194,758:244;74:305,274:355;91:436,291:486;448:83,648:133;632:411,832:461
3327.png	71:140,271:190;49:465,249:515;143:64,343:114;609:104,809:154;595:401,795:451;77:293,277:343
3328.png	555:376,755:426;40:331,240:381;94:443,294:493;346:82,546:132;554:243,754:293;628:475,828:525
3329.png	38:351,238:401;588:384,788:434;64:8,264:58;31:69,231:119;8:212,208:262;474:85,674:135
3331.png	553:324,753:374;615:84,815:134;40:61,240:111;35:265,235:315;5:348,205:398
3332.png	165:379,365:429;191:290,391:340;165:444,365:494;577:300,777:350;467:429,667:479
3333.png	496:394,696:444;329:324,529:374;36:173,236:223;582:317,782:367;182:380,382:430
3334.png	606:57,806:107;525:467,725:517;128:401,328:451;199:324,399:374;460:266,660:316
3335.png	445:427,645:477;25:298,225:348;594:343,794:393;592:250,792:300;68:154,268:204
3336.png	15:303,215:353;338:299,538:349;541:435,741:485;337:373,537:423;104:470,304:520
3337.png	327:448,527:498;30:426,230:476;576:270,776:320;9:156,209:206;52:70,252:120
3338.png	8:196,208:246;581:272,781:322;608:138,808:188;361:471,561:521;2:77,202:127
3339.png	248:440,448:490;533:446,733:496;60:318,260:368;49:136,249:186;82:372,282:422
3341.png	590:263,790:313;627:177,827:227;498:9,698:59;508:115,708:165
3342.png	91:343,291:393;589:222,789:272;405:311,605:361;525:81,725:131
3343.png	546:340,746:390;499:158,699:208;31:346,231:396;236:6,436:56
3344.png	483:239,683:289;438:52,638:102;59:375,259:425;574:348,774:398
3345.png	413:186,613:236;627:208,827:258;31:384,231:434;631:40,831:90
3346.png	415:351,615:401;581:89,781:139;19:367,219:417;463:271,663:321
3347.png	551:171,751:221;505:239,705:289;575:34,775:84;309:355,509:405
3348.png	559:259,759:309;463:8,663:58;21:358,221:408;290:376,490:426
3349.png	407:64,607:114;187:395,387:445;46:344,246:394;631:48,831:98
3351.png	488:489,688:539;625:19,825:69;148:39,348:89
3352.png	598:474,798:524;290:376,490:426;144:9,344:59
3353.png	223:390,423:440;508:41,708:91;32:444,232:494
3354.png	523:41,723:91;146:372,346:422;190:476,390:526
3355.png	60:432,260:482;332:13,532:63;642:27,842:77
3356.png	22:402,222:452;488:1,688:51;515:488,715:538
3357.png	148:468,348:518;541:478,741:528;371:1,571:51
3358.png	97:33,297:83;468:484,668:534;445:17,645:67
3359.png	97:466,297:516;396:19,596:69;33:6,233:56
3361.png	307:383,507:433;187:447,387:497
3362.png	357:20,557:70;494:358,694:408
3363.png	11:292,211:342;301:427,501:477
3364.png	371:389,571:439;604:163,804:213
3365.png	102:348,302:398;594:18,794:68
3366.png	530:304,730:354;291:435,491:485
3367.png	68:55,268:105;549:98,749:148
3368.png	402:436,602:486;538:288,738:338
3369.png	28:322,228:372;139:471,339:521
3371.png	463:248,663:298;469:319,669:369;371:141,571:191;547:483,747:533
3372.png	640:111,840:161;579:1,779:51;471:196,671:246;479:332,679:382
3373.png	572:237,772:287;512:146,712:196;507:489,707:539;508:86,708:136
3374.png	622:329,822:379;441:444,641:494;563:387,763:437;616:128,816:178
3375.png	369:354,569:404;555:69,755:119;433:471,633:521;520:130,720:180
3376.png	343:417,543:467;554:3,754:53;379:351,579:401;583:351,783:401
3377.png	614:185,814:235;429:72,629:122;385:18,585:68;620:306,820:356
3378.png	477:219,677:269;462:149,662:199;517:72,717:122;426:396,626:446
3379.png	541:171,741:221;404:240,604:290;501:334,701:384;416:477,616:527
3381.png	143:406,343:456;566:240,766:290;327:458,527:508;547:473,747:523;327:331,527:381;435:402,635:452
3382.png	642:335,842:385;611:23,811:73;85:454,285:504;365:386,565:436;10:54,210:104;11:390,211:440
3383.png	32:330,232:380;611:335,811:385;405:465,605:515;590:255,790:305;406:407,606:457;589:92,789:142
3384.png	3:338,203:388;643:250,843:300;69:209,269:259;557:352,757:402;617:168,817:218;355:440,555:490
3385.png	472:312,672:362;608:113,808:163;7:250,207:300;481:368,681:418;648:45,848:95;26:39,226:89
3386.png	166:422,366:472;590:470,790:520;631:138,831:188;598:29,798:79;327:325,527:375;32:175,232:225
3387.png	367:397,567:447;63:409,263:459;183:345,383:395;524:477,724:527;27:154,227:204;596:25,796:75
3388.png	627:162,827:212;463:464,663:514;432:407,632:457;20:314,220:364;254:465,454:515;620:81,820:131
3389.png	52:283,252:333;614:344,814:394;39:2,239:52;5:138,205:188;562:235,762:285;601:457,801:507
3391.png	446:14,646:64;557:278,757:328;573:172,773:222
3392.png	562:97,762:147;566:6,766:56;283:18,483:68
3393.png	524:51,724:101;472:180,672:230;463:280,663:330
3394.png	533:29,733:79;595:208,795:258;440:331,640:381
3395.png	604:126,804:176;305:238,505:288;410:24,610:74
3396.png	636:370,836:420;551:126,751:176;403:293,603:343
3397.png	457:288,657:338;535:92,735:142;364:31,564:81
3398.png	500:113,700:163;409:8,609:58;553:328,753:378
3399.png	616:113,816:163;494:168,694:218;348:254,548:304
3401.png	55:482,255:532;48:329,248:379;88:66,288:116;11:245,211:295;610:318,810:368
3402.png	535:324,735:374;71:86,271:136;625:215,825:265;61:467,261:517;79:306,279:356
3403.png	48:399,248:449;630:339,830:389;84:121,284:171;526:6,726:56;100:471,300:521
3404.png	11:129,211:179;640:148,840:198;553:403,753:453;534:295,734:345;113:45,313:95
3405.png	3:396,203:446;56:241,256:291;25:118,225:168;327:262,527:312;568:13,768:63
3406.png	325:382,525:432;2:290,202:340;83:399,283:449;572:404,772:454;46:69,246:119
3407.png	540:191,740:241;537:320,737:370;57:460,257:510;546:250,746:300;49:4,249:54
3408.png	9:57,209:107;550:309,750:359;583:242,783:292;9:446,209:496;578:166,778:216
3409.png	579:275,779:325;573:487,773:537;649:381,849:431;11:338,211:388;623:153,823:203
